"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000152583",997.444732611474,4.60255454054448,0.211741943062643,21.7366218235885,9.24585530831346e-105,1.70262425502592e-100
"ENSG00000148175",11193.7231981539,1.45149351422618,0.0848957782265683,17.0973580141107,1.55285950472343e-65,1.4297953889741e-61
"ENSG00000179094",776.600164098613,3.18388262288409,0.201509405983297,15.8001687680425,3.10284782938806e-56,1.90463142593937e-52
"ENSG00000134686",2737.98162586977,1.38716804373854,0.0916586973120212,15.1340580263364,9.65533115132771e-52,4.44507307879249e-48
"ENSG00000125148",3656.26740037453,2.20346827829643,0.147419126764273,14.9469633056491,1.63015008179671e-50,6.00384275125727e-47
"ENSG00000120129",3409.03835490143,2.94901281295457,0.201546443514014,14.6319268231072,1.75738759867527e-48,5.39371543826751e-45
"ENSG00000189221",2341.78067569054,3.30522736474065,0.228030723877634,14.494658037898,1.30952913331622e-47,3.44499699857401e-44
"ENSG00000109906",385.071327676389,7.17614939620649,0.496359299844905,14.4575701481745,2.24587292168194e-47,5.16971873159662e-44
"ENSG00000178695",2649.82251474546,-2.49988304166943,0.17890347996184,-13.9733617378636,2.26669605815738e-44,4.63791199010757e-41
"ENSG00000101347",12703.4128252398,3.85775021160878,0.279324769387078,13.8109850410826,2.18818799663703e-43,4.02954819580708e-40
"ENSG00000162614",5393.11454093552,2.02995889126933,0.151706516399885,13.3808285856261,7.82699330627095e-41,1.31030983395436e-37
"ENSG00000196517",229.638049919376,-2.21693924604393,0.166828412556427,-13.2887390827033,2.69074302057904e-40,4.12916939366358e-37
"ENSG00000096060",2564.38437504937,3.93843101507586,0.296906743549409,13.2648755902052,3.70034444361156e-40,5.24168022531592e-37
"ENSG00000162616",1467.63832301977,1.52097017999927,0.123443099810175,12.3212247775546,6.96286871935183e-35,9.158659104776e-32
"ENSG00000116584",2250.58089102087,-1.01449238445002,0.0824250094623016,-12.3080651257191,8.19646505173272e-35,1.00625269285105e-31
"ENSG00000166741",7432.96098233325,2.16221947092681,0.177514555482886,12.1805193103462,3.94760242386424e-34,4.54344366471625e-31
"ENSG00000183044",498.690254503353,1.15807030071421,0.0971414775313924,11.9214812265952,9.14677113650954e-33,9.90810532228371e-30
"ENSG00000144369",1303.26322729511,-1.35029402425608,0.116149008711521,-11.6255320577879,3.0568289620102e-31,3.12730585196766e-28
"ENSG00000198624",2057.20440873193,2.89494699695876,0.250638798651038,11.5502747880202,7.35847890251059e-31,7.13191520998592e-28
"ENSG00000164125",5596.3514152391,1.12456104199287,0.0981153358811452,11.4616235259607,2.05623714569809e-30,1.89328035190152e-27
"ENSG00000108821",100989.91598642,-1.29947097747104,0.11531120846574,-11.2692512268408,1.86146142893333e-29,1.63232439113368e-26
"ENSG00000135821",19611.251384513,3.00416007078902,0.268753893163912,11.1781081026305,5.21907239248139e-29,4.36860082307022e-26
"ENSG00000163884",561.111048261822,4.58218142970924,0.412315586337556,11.1132869615991,1.08105472767291e-28,8.65548817830288e-26
"ENSG00000162692",508.164810682556,-3.60933204795293,0.326428735447038,-11.0570291644515,2.02700508371221e-28,1.55530410902335e-25
"ENSG00000164647",1920.71084944799,1.55676220873078,0.141029484462542,11.0385584593431,2.48995707501648e-28,1.83410238145714e-25
"ENSG00000077684",1570.63392682279,1.20687900242556,0.109734438258827,10.9981790728169,3.89926141123659e-28,2.76172688030468e-25
"ENSG00000139132",1223.46315207371,2.25393670843187,0.205574548135563,10.9640844592568,5.68732465187566e-28,3.87896605423297e-25
"ENSG00000114098",1010.29282888401,1.35688162931468,0.125664887329147,10.7976194317564,3.53243412117175e-27,2.32320622647778e-24
"ENSG00000181467",630.869571252005,-1.27245221033199,0.118414311103326,-10.7457637381487,6.20462628664416e-27,3.93993769201904e-24
"ENSG00000123562",5040.48334406563,1.02831045496216,0.095951666964725,10.7169628990416,8.47403306195636e-27,5.20164396119755e-24
"ENSG00000165995",495.095686525811,3.30052365155621,0.308426316320534,10.7011739170989,1.00496875101447e-26,5.969838564494e-24
"ENSG00000145777",152.370841552781,-2.78656070901067,0.261714255897043,-10.6473401667003,1.79418377534246e-26,1.03249669446661e-23
"ENSG00000116285",3232.63588079279,2.43984707583882,0.229362922678621,10.6374955783829,1.99417373394234e-26,1.11280937304692e-23
"ENSG00000177666",1701.23183704411,1.10499933477376,0.105057372576357,10.5180560647529,7.13300419486622e-26,3.86336094848416e-23
"ENSG00000163491",160.223339782888,-2.47256611656988,0.236886255156031,-10.4377778902421,1.66666316419527e-25,8.76902919104453e-23
"ENSG00000183160",2987.64727922828,-1.16912178311171,0.112188739688202,-10.4210260883665,1.98796747374151e-25,1.0169005841375e-22
"ENSG00000103196",3082.088884672,2.70058097148249,0.260942315270932,10.3493408827867,4.21376684128593e-25,2.09720314546704e-22
"ENSG00000119138",1683.27622905212,2.11013968719508,0.205790724125059,10.2538134124683,1.13764642906042e-24,5.51309447135464e-22
"ENSG00000163697",2266.27531330114,1.08064958453322,0.105703021734851,10.2234502552251,1.55698347004684e-24,7.35175656433656e-22
"ENSG00000185950",1974.87889005049,2.16285342575026,0.211627333748236,10.2201043099816,1.61167358512862e-24,7.41974226753588e-22
"ENSG00000157150",167.615767587415,2.93266222493855,0.287361804623461,10.2054698215071,1.87411914421743e-24,8.41753757091805e-22
"ENSG00000141401",627.528067458797,2.35555014645535,0.233108893600583,10.1049346941324,5.25305574231013e-24,2.30321479749145e-21
"ENSG00000158246",70.3028660136772,2.33457252127899,0.231530412318166,10.0832218882366,6.55410435320279e-24,2.80683329451696e-21
"ENSG00000139289",1975.85342956826,-0.991130303862959,0.0983949406469412,-10.0729803518995,7.2739817440881e-24,3.04432667766778e-21
"ENSG00000166482",26348.0835801087,-0.963914988363719,0.0959404919456861,-10.0470090241919,9.46980422870759e-24,3.87525433048112e-21
"ENSG00000211445",12285.7000547124,3.74280310253008,0.37683577303375,9.93218630067499,3.01569612221543e-23,1.20726182805646e-20
"ENSG00000133142",3055.98067746606,1.5478699887527,0.156162300512468,9.91193126428822,3.69434863596474e-23,1.44747723683597e-20
"ENSG00000103502",3319.8658763862,0.822577413906633,0.0836941029889768,9.82837959342217,8.49749892978512e-23,3.24254952926285e-20
"ENSG00000172986",756.360325010941,-1.56946707488561,0.159712217783746,-9.82684416173289,8.6280166676014e-23,3.24254952926285e-20
"ENSG00000164484",816.7876386142,-1.21365801400868,0.125587046818649,-9.6638789170768,4.29294317548763e-22,1.5810909715321e-19
"ENSG00000197043",14120.9945935611,0.921757952654612,0.0965336565185582,9.54856560807274,1.31504355880301e-21,4.74833865399164e-19
"ENSG00000131389",740.403133853246,-2.11964200003406,0.222524604304531,-9.52542756635249,1.64363905332051e-21,5.82069483978794e-19
"ENSG00000132356",2383.87376730281,0.865676729112092,0.0911531917665084,9.49694368716729,2.16140859782598e-21,7.5098753450878e-19
"ENSG00000161647",166.341417002357,1.5683082670228,0.165807463714706,9.45861080006192,3.12061406520511e-21,1.0641871853843e-18
"ENSG00000181061",2420.90800173908,1.2103137862129,0.128107158829677,9.44766707239255,3.46466341509316e-21,1.16003230525346e-18
"ENSG00000250978",56.3185566347047,6.3002280149634,0.668047338085045,9.43081074617104,4.06931282975649e-21,1.3381499242851e-18
"ENSG00000157514",2205.71884823744,3.33854296259127,0.35514433748853,9.40052426627554,5.42918699386983e-21,1.75400839459847e-18
"ENSG00000132970",1322.81486937849,1.10256499286392,0.118198838115222,9.32805271562087,1.07833779107714e-20,3.42372248666991e-18
"ENSG00000124766",1281.45678699994,-2.35745543179661,0.253091196402967,-9.31464810037533,1.22357463239387e-20,3.81900455178526e-18
"ENSG00000110756",995.252222053197,1.59109263709432,0.17087077893296,9.31167193729818,1.25835671176046e-20,3.86210647451149e-18
"ENSG00000221869",1963.57514702786,1.49927766123563,0.161373889633395,9.29070783781473,1.5326562362425e-20,4.62686304760748e-18
"ENSG00000134253",136.92021385672,-1.96764635404256,0.211878379585256,-9.28667831939318,1.59178429138833e-20,4.72785608482519e-18
"ENSG00000163110",1314.18347975196,1.58700360591985,0.171091379211227,9.27576604523457,1.76347223182621e-20,5.15465732525073e-18
"ENSG00000157110",2970.45205768781,0.893746611385027,0.0978241189837947,9.13626026658193,6.46493274719378e-20,1.85121682885333e-17
"ENSG00000157613",2782.51051142828,-0.979234042048146,0.107194605719351,-9.13510559115169,6.53429779394333e-20,1.85121682885333e-17
"ENSG00000227051",4615.70080486906,-1.14514371549011,0.12571204039288,-9.10926043290099,8.29454478513975e-20,2.31430366997498e-17
"ENSG00000196975",4908.81788741262,1.19331761250537,0.131535372005814,9.07221832658535,1.16618142609618e-19,3.2052583524718e-17
"ENSG00000169738",627.449398995589,2.14976702168189,0.237213096179099,9.06259838225282,1.27379318359871e-19,3.44954433470151e-17
"ENSG00000112837",2754.94303068407,-1.80338443533455,0.199327048179878,-9.04736437830115,1.46460631838267e-19,3.90880077579953e-17
"ENSG00000151726",1460.17591174986,1.60420467359761,0.177428967120558,9.04139104021045,1.54690601151313e-19,4.06946774314489e-17
"ENSG00000157214",3009.27287526155,1.98773609165231,0.220645921421766,9.00871440924005,2.0848604086036e-19,5.40742315837118e-17
"ENSG00000146592",669.394803070239,-1.9948572724382,0.221528921315321,-9.00495186178762,2.15760447578789e-19,5.51837311411583e-17
"ENSG00000154734",30315.1131700161,2.29536290980836,0.255095842991539,8.99804121811776,2.29780552481287e-19,5.79645051225054e-17
"ENSG00000185432",3885.65647195502,2.32577747623311,0.259192673788565,8.97316055364414,2.88125662907973e-19,7.1700460573653e-17
"ENSG00000174306",3234.84552730351,1.14159910399049,0.127688509043333,8.94049991298021,3.87413761977043e-19,9.512299235743e-17
"ENSG00000173838",47.3529312582661,3.8851306942301,0.435299786004479,8.9251840206283,4.44958836612201e-19,1.07814697055443e-16
"ENSG00000177283",115.085150181609,2.46980212277057,0.277327323549981,8.90572948656988,5.30361159106191e-19,1.26838970713513e-16
"ENSG00000146006",46.8070121087814,-4.12396622624798,0.46395728884158,-8.8886764480946,6.18411197055996e-19,1.46000540945976e-16
"ENSG00000113456",944.893713251695,0.830145104173147,0.0934358921246142,8.88464898548829,6.41229031648538e-19,1.49471298959593e-16
"ENSG00000128311",316.408984330112,1.30481679730298,0.147310647839387,8.8575864436196,8.17654038384501e-19,1.88213738960632e-16
"ENSG00000179593",67.2428116114968,9.60975292677209,1.0889694326607,8.82463055302883,1.09821751323727e-18,2.49675006250176e-16
"ENSG00000103485",865.199817057682,-1.21089320837376,0.137729490929997,-8.79182229018189,1.47153402068194e-18,3.30467060864121e-16
"ENSG00000137672",655.448854141464,1.95881739040295,0.223867502396278,8.74989611906941,2.13549236241268e-18,4.68155855402733e-16
"ENSG00000246430",2162.53381587847,2.06347301289852,0.235821264464095,8.75015668153494,2.13056725109779e-18,4.68155855402733e-16
"ENSG00000118689",5165.47547997407,1.27173394961826,0.146459742930471,8.6831638795242,3.8490918807236e-18,8.33894435100296e-16
"ENSG00000106976",884.737400832367,-1.75519510123771,0.203169283436197,-8.63907708661536,5.66689311202842e-18,1.21343996113957e-15
"ENSG00000112773",516.79715620943,-1.19082715406622,0.137956952273702,-8.63187490329345,6.0354373362864e-18,1.27750090284729e-15
"ENSG00000131871",806.895269692279,0.686052276411556,0.0796292641550091,8.61557975816608,6.95885588547508e-18,1.45621967194345e-15
"ENSG00000169715",554.197192328851,2.17593534286194,0.253144948824449,8.59561035275052,8.28233882113997e-18,1.71369965608194e-15
"ENSG00000072958",2129.43309251556,1.08851385226982,0.126830068701599,8.58245890279251,9.28663153020495e-18,1.90014799587471e-15
"ENSG00000150907",678.867910303335,2.28868546251487,0.267208231902802,8.56517572911973,1.07911141522937e-17,2.18371831993943e-15
"ENSG00000143320",1492.11031525408,-1.67064397710368,0.195634773652849,-8.53960646111009,1.34679726763364e-17,2.69579040037755e-15
"ENSG00000128923",1415.67710071441,1.0353052485683,0.122279145539118,8.4667360407511,2.52365119148199e-17,4.99710071947752e-15
"ENSG00000067369",1878.39073240244,-0.758252925404316,0.090082725984189,-8.41729551498477,3.85274952070343e-17,7.54770025784613e-15
"ENSG00000100784",87.3227602014942,-2.45365480129831,0.291992061539357,-8.40315585417923,4.34637233404106e-17,8.42509963488064e-15
"ENSG00000163513",13216.63240217,1.45498958480875,0.173512711717697,8.38549274231851,5.05137122316946e-17,9.68968761194433e-15
"ENSG00000187193",37.3833061453583,3.17278775294825,0.380327581725454,8.34224995871738,7.289017583926e-17,1.38378617327832e-14
"ENSG00000162704",2581.27827382519,0.887898102732039,0.106482018147758,8.33847928670892,7.52520085172703e-17,1.41404667025054e-14
"ENSG00000134243",5510.95647651194,2.22404407777616,0.267435065797096,8.31620218219083,9.08268272152172e-17,1.68947073047295e-14
"ENSG00000167549",1996.39680069426,2.36464669032131,0.285727487077772,8.27588103092677,1.27509260311528e-16,2.34808302863679e-14
"ENSG00000087448",907.657961796665,1.0584442730941,0.128137380882378,8.26023027632881,1.45391703716909e-16,2.65087942965037e-14
"ENSG00000101342",42.90137769414,4.18688348555097,0.507683709347422,8.24703138679159,1.623777799877e-16,2.93155570438578e-14
"ENSG00000162426",168.596870709815,1.29515940035727,0.157101454859136,8.24409552106675,1.66414179722127e-16,2.97525933940094e-14
"ENSG00000051108",2272.41673214656,0.747919765070718,0.0910843355872494,8.2112885848993,2.18827238353966e-16,3.87471499450797e-14
"ENSG00000103064",780.765443622072,1.42510295580545,0.173580521386577,8.21003960825561,2.21115543509111e-16,3.87794546068598e-14
"ENSG00000099860",368.158192610506,1.45589384565326,0.178399208970132,8.16087612752256,3.32603136305168e-16,5.77819505194308e-14
"ENSG00000020577",3104.99903050483,1.20711583817257,0.147996952614809,8.15635603872411,3.45283622590038e-16,5.94242795326687e-14
"ENSG00000253368",1040.17481746375,1.96743532229683,0.241424326392429,8.1492836769846,3.66086267514113e-16,6.24210982988184e-14
"ENSG00000157152",49.9491137825046,3.55931794318997,0.43683875943846,8.14789866120247,3.70302461338052e-16,6.25607323444058e-14
"ENSG00000145685",2018.15055205869,-1.24343197278608,0.152811984814054,-8.1370055777963,4.05174057978133e-16,6.78298207060666e-14
"ENSG00000105516",84.5743051728046,-1.65511927778072,0.203731571735384,-8.12401957969704,4.50992962571399e-16,7.48201387905613e-14
"ENSG00000019995",2078.3873287699,0.92058905127234,0.113451877260215,8.11435714863375,4.88363140765573e-16,8.02964931892681e-14
"ENSG00000173068",2793.36546564172,-0.874855723675448,0.10798359226655,-8.10174680534733,5.41756047585255e-16,8.82870585511722e-14
"ENSG00000120690",1383.58704838449,0.921546415899909,0.113894740161284,8.09121136406237,5.90742399041161e-16,9.48217234283936e-14
"ENSG00000233117",77.6315991325697,3.47432766077573,0.429410657299987,8.09092089754204,5.92153037972591e-16,9.48217234283936e-14
"ENSG00000135862",33937.7634938646,0.804115848707945,0.099568188249183,8.0760317411374,6.69084720031192e-16,1.06217199304952e-13
"ENSG00000127824",228.716782957365,-1.53922030864176,0.191636698400913,-8.03197050192151,9.59194362256383e-16,1.50970634025225e-13
"ENSG00000108830",158.261075547043,-2.36508861287985,0.297030965207036,-7.9624311601026,1.68691467346932e-15,2.63258760270657e-13
"ENSG00000100033",55.3639200859253,4.96085630659381,0.623837900287619,7.95215600768504,1.83293227546731e-15,2.83642418930508e-13
"ENSG00000130066",4098.11999428398,1.32119839160588,0.167049964869285,7.90900131370698,2.59461875679391e-15,3.98165870052999e-13
"ENSG00000183722",3013.23341621604,0.692411938681969,0.0875622452996593,7.90765399302367,2.62284591303646e-15,3.99171136269144e-13
"ENSG00000138316",799.560819258847,-2.40935751077825,0.304929303281611,-7.90136429936067,2.75867078210177e-15,4.1640100370823e-13
"ENSG00000013293",244.49400651336,-2.83697519971885,0.359762783549045,-7.88568281502663,3.12820255577383e-15,4.61665474393155e-13
"ENSG00000146250",313.686159348886,-2.73134343005295,0.346290464695507,-7.88743470731896,3.08461442709941e-15,4.61665474393155e-13
"ENSG00000198795",944.860135397388,-0.994304720656864,0.126093413723815,-7.8854611933555,3.13375966870184e-15,4.61665474393155e-13
"ENSG00000115419",3865.24060485268,1.186146373678,0.150471615381396,7.88285797737671,3.19976686186486e-15,4.67648466359059e-13
"ENSG00000077254",2737.01454082961,0.892341717668145,0.113417440436558,7.86776455396463,3.61034223778853e-15,5.23499624479337e-13
"ENSG00000119139",5029.85477688044,1.95744623076081,0.249960830352983,7.83101187492696,4.83958956341129e-15,6.85546475463222e-13
"ENSG00000149218",2027.18420510953,1.96185472386832,0.25051231891879,7.83137025889855,4.82581176782448e-15,6.85546475463222e-13
"ENSG00000157510",488.000363039249,1.69728333754906,0.216703294539153,7.83229134175625,4.79057834828737e-15,6.85546475463222e-13
"ENSG00000104756",1778.58442176056,0.826732190596352,0.105598017989295,7.82905026380474,4.91569103290702e-15,6.9101107153422e-13
"ENSG00000136877",1049.27214616126,0.63536191779481,0.0812956207945331,7.81545071659673,5.47667029718475e-15,7.64036996383767e-13
"ENSG00000135362",111.758618662809,1.54123027989593,0.198485960057318,7.76493349681186,8.16880742297239e-15,1.13104202025591e-12
"ENSG00000136999",435.706358063201,-2.57960167652714,0.332473175349974,-7.75882647919415,8.57188344082292e-15,1.17799428031906e-12
"ENSG00000143891",528.386962569768,-1.11201441949845,0.143423507630174,-7.75336231746508,8.9490810445535e-15,1.22072094396632e-12
"ENSG00000198431",22734.5766088759,1.54669174890628,0.200443824531818,7.71633525013269,1.19722154275092e-14,1.62109078748223e-12
"ENSG00000099337",530.058849354171,2.8077907848498,0.364570787588405,7.70163403223562,1.34337165972787e-14,1.80570723459042e-12
"ENSG00000152332",2975.430352121,0.657462762430252,0.0854162419273916,7.69716329815974,1.39120061431944e-14,1.85644632700671e-12
"ENSG00000176771",107.651022394312,-2.20622532295642,0.286962394040562,-7.68820364191892,1.492151781671e-14,1.97683273809147e-12
"ENSG00000170214",201.577369495195,3.68001880582023,0.479533692344242,7.67416109560548,1.66504720221264e-14,2.19013173062469e-12
"ENSG00000049246",196.028265600041,-2.16537790078476,0.283212157945244,-7.64578016881399,2.07682219799524e-14,2.71238870752357e-12
"ENSG00000042286",594.476412207543,0.707649924308902,0.0927730588783439,7.62775241934046,2.38881762153606e-14,3.09789271130892e-12
"ENSG00000179820",3784.34277701728,1.48889061026058,0.196788495868248,7.56594334283345,3.85059866603244e-14,4.95865555489422e-12
"ENSG00000087116",4464.40446911535,0.700594871424147,0.0927136699678984,7.55654340580762,4.13921811999185e-14,5.29331261664235e-12
"ENSG00000182010",118.3057488985,-1.90173876071702,0.255229858220807,-7.45108262008974,9.25773608028919e-14,1.17573248219673e-11
"ENSG00000164105",538.511069195385,1.23158731325979,0.166052240672423,7.41686657326949,1.19923649737163e-13,1.51259863692456e-11
"ENSG00000102804",5397.33558773763,1.19402338003581,0.161554689677016,7.39083082281876,1.45914176203275e-13,1.82789765631518e-11
"ENSG00000155130",5654.02187573995,-1.18235314841425,0.160057711810345,-7.38704268005055,1.50130419489981e-13,1.8602734859701e-11
"ENSG00000183508",90.0350688619864,-2.46780330345031,0.334087440324771,-7.38669882666443,1.50519005924271e-13,1.8602734859701e-11
"ENSG00000147119",453.233381160408,1.54887159216184,0.210749895360444,7.34933504717912,1.99195307381871e-13,2.44545439029143e-11
"ENSG00000169744",616.840955382529,-1.31895003317928,0.179619777198446,-7.34301118591235,2.08841065752853e-13,2.54689286479389e-11
"ENSG00000116001",1335.46770023555,-0.505493968999316,0.0689921381798847,-7.32683436598718,2.35652774948814e-13,2.85496437544895e-11
"ENSG00000185813",468.253700030145,1.12220029537552,0.154826159293222,7.24813106840822,4.22561610547133e-13,5.08592944982056e-11
"ENSG00000177674",751.373019489767,1.10959712592205,0.153166691972038,7.24437612143908,4.34434274428081e-13,5.19487478155397e-11
"ENSG00000003402",2546.60932638954,1.18344751825219,0.163539128949921,7.23647928083674,4.60481974717614e-13,5.47082294479024e-11
"ENSG00000128342",153.120046201745,-2.50842163363501,0.346810592825147,-7.23282877031293,4.73035679988511e-13,5.58394361986438e-11
"ENSG00000074590",412.639827468157,1.36547512387582,0.189822359623027,7.19343667725737,6.31804619108446e-13,7.41062551648537e-11
"ENSG00000138078",1200.07478835114,-0.665119067771991,0.0928344613155849,-7.16457076764802,7.80306518881167e-13,9.09452186404854e-11
"ENSG00000163378",1805.28792859584,1.26403002635296,0.176503564046087,7.16149859740458,7.97998311668592e-13,9.242225729168e-11
"ENSG00000197301",209.371085229787,2.31291753814189,0.32330374379307,7.15400790292817,8.42802110062433e-13,9.70012553549981e-11
"ENSG00000067082",3242.40128751998,1.11043438491643,0.155374219992956,7.14683803379203,8.87995472333542e-13,1.01567929335541e-10
"ENSG00000177614",133.149204675085,-2.47607484412642,0.346670895280933,-7.14243646591638,9.16909019889154e-13,1.04227651859622e-10
"ENSG00000164291",492.449615877231,0.852442209588296,0.11946341209767,7.13559235099834,9.63712289597745e-13,1.08875839343205e-10
"ENSG00000108960",1723.12310209931,1.64295850691069,0.230432014579987,7.12990558150241,1.00437800633806e-12,1.12778176748264e-10
"ENSG00000116132",5566.23380548502,-0.766632752122039,0.107592348727332,-7.12534637630128,1.03819269080982e-12,1.1586859637129e-10
"ENSG00000091527",4870.58470489548,0.76683672301037,0.107920813745923,7.10554986006429,1.198444284944e-12,1.32947900646046e-10
"ENSG00000114745",984.790572813335,0.551921358575635,0.0778089730336392,7.09328676445867,1.30963684802977e-12,1.4441294943993e-10
"ENSG00000173221",1983.22178726524,0.993845085409435,0.140313274608862,7.08304391141809,1.41021964953077e-12,1.54578540750649e-10
"ENSG00000049323",20169.8602048195,0.69375733022044,0.0983518978251833,7.05382758809156,1.74062033256075e-12,1.88337760144716e-10
"ENSG00000146373",818.986308472715,1.08989978036903,0.154506280686875,7.0540807501401,1.73745464681875e-12,1.88337760144716e-10
"ENSG00000205208",588.217370799329,-1.38685879171505,0.19662918451484,-7.05316860839844,1.74888715638047e-12,1.88337760144716e-10
"ENSG00000134318",4538.36023797662,0.812134614757554,0.115185710581075,7.05065420580897,1.78078538851852e-12,1.9065792400912e-10
"ENSG00000173517",7990.48704410053,0.996757288735746,0.141663994919413,7.03606649877944,1.97742592748566e-12,2.10487274304326e-10
"ENSG00000122966",288.892501525737,-1.5860843569321,0.225750341243167,-7.02583370726179,2.12791775954734e-12,2.25204629552094e-10
"ENSG00000196569",17178.4005648725,2.07082483130257,0.294833824996787,7.02370167780151,2.16065890892304e-12,2.27363050330387e-10
"ENSG00000134294",20597.3425646094,1.23275938736211,0.17570931139714,7.01590244455406,2.28469431501154e-12,2.38120080106643e-10
"ENSG00000189184",6487.72973573177,-0.898438901110102,0.128076396931965,-7.01486708427126,2.30167658207887e-12,2.38120080106643e-10
"ENSG00000196932",68.8282280672939,-2.07415098282191,0.295665638468738,-7.01519119219942,2.29634720499183e-12,2.38120080106643e-10
"ENSG00000071282",3659.86212780504,1.59619976823807,0.227835599499204,7.00592783457287,2.45354362989576e-12,2.51644330953209e-10
"ENSG00000126861",309.304215909479,-1.71060669867869,0.244177910393564,-7.00557513954291,2.45973280323528e-12,2.51644330953209e-10
"ENSG00000100242",2236.24203648175,1.9111102391718,0.273296625847723,6.99280583228512,2.69442303095266e-12,2.74131492348029e-10
"ENSG00000107562",25136.0890181904,-1.94922987888133,0.278856497967112,-6.99008232941095,2.74724981134467e-12,2.77970358658858e-10
"ENSG00000012048",221.109604822104,-1.20938627426539,0.173819178311601,-6.95772633384189,3.45808118196898e-12,3.47960115615199e-10
"ENSG00000131446",5361.99441054287,0.861384049063153,0.123816034414638,6.9569668673003,3.47676683536229e-12,3.47960115615199e-10
"ENSG00000125848",178.652501999173,-2.3670633465717,0.340358916926661,-6.95460946916146,3.53540024952891e-12,3.5191565186527e-10
"ENSG00000185022",648.338500370493,1.29752985019161,0.187143634092706,6.93333682698953,4.11027960727114e-12,4.06939779397301e-10
"ENSG00000114853",3379.38639924634,0.752939583722533,0.108795616435521,6.92067942065271,4.49482626430368e-12,4.4263222276552e-10
"ENSG00000143344",1077.617717594,-1.06917308203343,0.154827325494946,-6.90558387297295,4.99973578985335e-12,4.87143569154229e-10
"ENSG00000171469",603.300254459395,-0.662290355795805,0.0959052716977808,-6.90567206652448,4.99663033709862e-12,4.87143569154229e-10
"ENSG00000168234",591.642062417572,0.771423563135417,0.111826172151604,6.8984169653021,5.2585211404453e-12,5.09661404217369e-10
"ENSG00000182197",5290.20754938619,-0.844475052105104,0.122457764300635,-6.8960515237883,5.34678098123672e-12,5.15502469997247e-10
"ENSG00000124151",1569.9043302201,1.4001889283055,0.203110907015661,6.89371609274306,5.43534498092325e-12,5.21311863665112e-10
"ENSG00000078053",358.688992464954,1.15004715974235,0.166872863246662,6.89175661858465,5.51075997535044e-12,5.23096107969476e-10
"ENSG00000108604",2178.07637654574,1.27768101356386,0.185391092532131,6.89181446698915,5.50851892115058e-12,5.23096107969476e-10
"ENSG00000136478",3701.51777497719,1.48548659722885,0.215736174219191,6.88566302153654,5.75190022131655e-12,5.43185859361765e-10
"ENSG00000112576",629.309685426199,0.93969507324713,0.136741277344335,6.87206592988625,6.32786944504037e-12,5.94529162400094e-10
"ENSG00000143878",3314.35420803884,1.19923400209679,0.174705281229022,6.86432598751673,6.68059186056437e-12,6.24482736610623e-10
"ENSG00000172831",1197.94263166917,-0.540873980885292,0.078820152651613,-6.86212805595503,6.78422044324113e-12,6.30966764961038e-10
"ENSG00000164933",462.654731775282,0.853604489501988,0.124953048298805,6.83140188353573,8.40887955097512e-12,7.78138276036215e-10
"ENSG00000165802",1601.7555877638,0.958605460256903,0.140469420343396,6.8242999644582,8.83550930608303e-12,8.13529519357595e-10
